Transaction ID,Date,Store ID,Store Name,City,State,Customer ID,Gender,Age,Product ID,Product Name,Product Category,Quantity,Cost Price,Price per Unit,Discount %,Gross Sales,Discount Amount,Total Amount,Total Cost,Profit,Profit Margin %,Opening Stock,Purchased Stock,Stock Before Sale,Stock After Sale,Reorder Level,Stock Status,Payment Method,Year,Month,Month Name,Quarter,Day Name,Season
T000847,2024-03-18,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0397,Male,43,P003,Smart Watch,Electronics,1,2300.0,3500.0,0,3500.0,0.0,3500.0,2300.0,1200.0,34.29,300,13,313,312,52,Healthy,UPI,2024,3,March,Q1,Monday,Spring
T000875,2024-03-18,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C1091,Male,27,P009,Cooking Oil,Grocery,3,135.0,180.0,15,540.0,81.0,459.0,405.0,54.0,11.76,110,37,147,144,33,Healthy,UPI,2024,3,March,Q1,Monday,Spring
T001027,2024-03-18,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0665,Male,22,P004,USB Cable,Electronics,3,220.0,450.0,15,1350.0,202.5,1147.5,660.0,487.5,42.48,198,67,265,262,30,Healthy,UPI,2024,3,March,Q1,Monday,Spring
T001243,2024-03-18,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0163,Male,35,P009,Cooking Oil,Grocery,2,135.0,180.0,0,360.0,0.0,360.0,270.0,90.0,25.0,224,85,309,307,46,Healthy,UPI,2024,3,March,Q1,Monday,Spring
T002761,2024-03-18,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0357,Male,25,P010,Rice 5kg,Grocery,3,510.0,650.0,25,1950.0,487.5,1462.5,1530.0,-67.5,-4.62,57,24,81,78,54,Healthy,UPI,2024,3,March,Q1,Monday,Spring
T004200,2024-03-18,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C1173,Male,21,P004,USB Cable,Electronics,2,220.0,450.0,0,900.0,0.0,900.0,440.0,460.0,51.11,236,66,302,300,34,Healthy,Cash,2024,3,March,Q1,Monday,Spring
T000754,2024-03-18,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0811,Male,34,P007,Jacket,Clothing,1,1700.0,2800.0,0,2800.0,0.0,2800.0,1700.0,1100.0,39.29,96,48,144,143,42,Healthy,UPI,2024,3,March,Q1,Monday,Spring
T002375,2024-03-19,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C1175,Male,44,P020,Bedsheet,Home & Kitchen,1,650.0,1100.0,15,1100.0,165.0,935.0,650.0,285.0,30.48,149,35,184,183,32,Healthy,Cash,2024,3,March,Q1,Tuesday,Spring
T003835,2024-03-19,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0570,Male,40,P010,Rice 5kg,Grocery,2,510.0,650.0,10,1300.0,130.0,1170.0,1020.0,150.0,12.82,78,67,145,143,48,Healthy,Cash,2024,3,March,Q1,Tuesday,Spring
T004351,2024-03-19,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0316,Female,35,P016,Perfume,Beauty,1,560.0,900.0,5,900.0,45.0,855.0,560.0,295.0,34.5,60,17,77,76,60,Healthy,Cash,2024,3,March,Q1,Tuesday,Spring
T002506,2024-03-19,ST002,City Center Store,Bareilly,Uttar Pradesh,C0952,Female,35,P010,Rice 5kg,Grocery,1,510.0,650.0,5,650.0,32.5,617.5,510.0,107.5,17.41,74,54,128,127,35,Healthy,UPI,2024,3,March,Q1,Tuesday,Spring
T002916,2024-03-19,ST002,City Center Store,Bareilly,Uttar Pradesh,C0859,Female,18,P008,Sneakers,Clothing,1,2050.0,3200.0,5,3200.0,160.0,3040.0,2050.0,990.0,32.57,152,109,261,260,60,Healthy,Cash,2024,3,March,Q1,Tuesday,Spring
T001692,2024-03-19,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0678,Female,50,P008,Sneakers,Clothing,2,2050.0,3200.0,0,6400.0,0.0,6400.0,4100.0,2300.0,35.94,233,143,376,374,29,Healthy,Debit Card,2024,3,March,Q1,Tuesday,Spring
T000666,2024-03-20,ST004,Mall Store,Agra,Uttar Pradesh,C1174,Male,26,P011,Wheat Flour 5kg,Grocery,4,225.0,300.0,20,1200.0,240.0,960.0,900.0,60.0,6.25,255,112,367,363,26,Healthy,Debit Card,2024,3,March,Q1,Wednesday,Spring
T002414,2024-03-20,ST005,Station Road Store,Lucknow,Uttar Pradesh,C1002,Female,23,P012,Tea 500g,Grocery,2,190.0,280.0,0,560.0,0.0,560.0,380.0,180.0,32.14,158,90,248,246,23,Healthy,UPI,2024,3,March,Q1,Wednesday,Spring
T000210,2024-03-21,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0146,Male,41,P018,Mixer Grinder,Home & Kitchen,5,1850.0,2800.0,0,14000.0,0.0,14000.0,9250.0,4750.0,33.93,139,88,227,222,24,Healthy,UPI,2024,3,March,Q1,Thursday,Spring
T004155,2024-03-21,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0365,Male,49,P009,Cooking Oil,Grocery,1,135.0,180.0,10,180.0,18.0,162.0,135.0,27.0,16.67,165,36,201,200,21,Healthy,Debit Card,2024,3,March,Q1,Thursday,Spring
T000066,2024-03-21,ST002,City Center Store,Bareilly,Uttar Pradesh,C0483,Male,25,P006,Jeans,Clothing,2,950.0,1600.0,5,3200.0,160.0,3040.0,1900.0,1140.0,37.5,199,142,341,339,39,Healthy,Debit Card,2024,3,March,Q1,Thursday,Spring
T001407,2024-03-21,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0080,Male,42,P016,Perfume,Beauty,2,560.0,900.0,15,1800.0,270.0,1530.0,1120.0,410.0,26.8,111,44,155,153,35,Healthy,Debit Card,2024,3,March,Q1,Thursday,Spring
T003313,2024-03-21,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C1042,Male,39,P001,Wireless Headphones,Electronics,1,1200.0,1800.0,10,1800.0,180.0,1620.0,1200.0,420.0,25.93,217,130,347,346,42,Healthy,Credit Card,2024,3,March,Q1,Thursday,Spring
T000802,2024-03-21,ST004,Mall Store,Agra,Uttar Pradesh,C0266,Female,38,P017,Water Bottle,Home & Kitchen,1,290.0,500.0,0,500.0,0.0,500.0,290.0,210.0,42.0,227,76,303,302,36,Healthy,UPI,2024,3,March,Q1,Thursday,Spring
T002849,2024-03-22,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0791,Male,46,P002,Bluetooth Speaker,Electronics,4,1450.0,2200.0,15,8800.0,1320.0,7480.0,5800.0,1680.0,22.46,264,22,286,282,34,Healthy,Debit Card,2024,3,March,Q1,Friday,Spring
T003505,2024-03-22,ST002,City Center Store,Bareilly,Uttar Pradesh,C0302,Female,23,P014,Shampoo,Beauty,1,260.0,420.0,5,420.0,21.0,399.0,260.0,139.0,34.84,267,15,282,281,35,Healthy,Debit Card,2024,3,March,Q1,Friday,Spring
T004020,2024-03-22,ST002,City Center Store,Bareilly,Uttar Pradesh,C0620,Female,23,P013,Face Wash,Beauty,4,150.0,250.0,10,1000.0,100.0,900.0,600.0,300.0,33.33,251,150,401,397,52,Healthy,UPI,2024,3,March,Q1,Friday,Spring
T004298,2024-03-22,ST002,City Center Store,Bareilly,Uttar Pradesh,C0929,Male,24,P018,Mixer Grinder,Home & Kitchen,4,1850.0,2800.0,0,11200.0,0.0,11200.0,7400.0,3800.0,33.93,142,147,289,285,39,Healthy,Credit Card,2024,3,March,Q1,Friday,Spring
T001263,2024-03-22,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0142,Female,47,P016,Perfume,Beauty,4,560.0,900.0,10,3600.0,360.0,3240.0,2240.0,1000.0,30.86,68,79,147,143,40,Healthy,UPI,2024,3,March,Q1,Friday,Spring
T001631,2024-03-22,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C1168,Male,46,P001,Wireless Headphones,Electronics,4,1200.0,1800.0,0,7200.0,0.0,7200.0,4800.0,2400.0,33.33,133,109,242,238,37,Healthy,Credit Card,2024,3,March,Q1,Friday,Spring
T004666,2024-03-22,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0743,Male,18,P002,Bluetooth Speaker,Electronics,1,1450.0,2200.0,0,2200.0,0.0,2200.0,1450.0,750.0,34.09,254,26,280,279,22,Healthy,UPI,2024,3,March,Q1,Friday,Spring
T003098,2024-03-23,ST002,City Center Store,Bareilly,Uttar Pradesh,C0235,Male,29,P009,Cooking Oil,Grocery,1,135.0,180.0,25,180.0,45.0,135.0,135.0,0.0,0.0,257,71,328,327,31,Healthy,Credit Card,2024,3,March,Q1,Saturday,Spring
T003585,2024-03-23,ST002,City Center Store,Bareilly,Uttar Pradesh,C0863,Male,35,P002,Bluetooth Speaker,Electronics,2,1450.0,2200.0,0,4400.0,0.0,4400.0,2900.0,1500.0,34.09,188,129,317,315,46,Healthy,Cash,2024,3,March,Q1,Saturday,Spring
T000751,2024-03-23,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0282,Male,31,P011,Wheat Flour 5kg,Grocery,2,225.0,300.0,0,600.0,0.0,600.0,450.0,150.0,25.0,110,101,211,209,36,Healthy,Debit Card,2024,3,March,Q1,Saturday,Spring
T003684,2024-03-23,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0503,Female,18,P020,Bedsheet,Home & Kitchen,1,650.0,1100.0,5,1100.0,55.0,1045.0,650.0,395.0,37.8,227,83,310,309,55,Healthy,Credit Card,2024,3,March,Q1,Saturday,Spring
T004366,2024-03-23,ST004,Mall Store,Agra,Uttar Pradesh,C0134,Female,18,P016,Perfume,Beauty,3,560.0,900.0,10,2700.0,270.0,2430.0,1680.0,750.0,30.86,247,109,356,353,42,Healthy,Credit Card,2024,3,March,Q1,Saturday,Spring
T002406,2024-03-23,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0642,Male,22,P001,Wireless Headphones,Electronics,3,1200.0,1800.0,15,5400.0,810.0,4590.0,3600.0,990.0,21.57,75,118,193,190,35,Healthy,Cash,2024,3,March,Q1,Saturday,Spring
T002302,2024-03-24,ST002,City Center Store,Bareilly,Uttar Pradesh,C0841,Male,24,P001,Wireless Headphones,Electronics,4,1200.0,1800.0,10,7200.0,720.0,6480.0,4800.0,1680.0,25.93,102,21,123,119,26,Healthy,UPI,2024,3,March,Q1,Sunday,Spring
T003285,2024-03-24,ST002,City Center Store,Bareilly,Uttar Pradesh,C0949,Male,28,P005,T-Shirt,Clothing,1,380.0,700.0,5,700.0,35.0,665.0,380.0,285.0,42.86,67,47,114,113,41,Healthy,Cash,2024,3,March,Q1,Sunday,Spring
T004269,2024-03-24,ST002,City Center Store,Bareilly,Uttar Pradesh,C0089,Male,20,P005,T-Shirt,Clothing,5,380.0,700.0,15,3500.0,525.0,2975.0,1900.0,1075.0,36.13,122,34,156,151,26,Healthy,UPI,2024,3,March,Q1,Sunday,Spring
T004978,2024-03-24,ST002,City Center Store,Bareilly,Uttar Pradesh,C0024,Female,33,P017,Water Bottle,Home & Kitchen,3,290.0,500.0,15,1500.0,225.0,1275.0,870.0,405.0,31.76,149,142,291,288,26,Healthy,UPI,2024,3,March,Q1,Sunday,Spring
T004056,2024-03-24,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0298,Female,29,P001,Wireless Headphones,Electronics,2,1200.0,1800.0,5,3600.0,180.0,3420.0,2400.0,1020.0,29.82,46,34,80,78,35,Healthy,Cash,2024,3,March,Q1,Sunday,Spring
T001178,2024-03-24,ST004,Mall Store,Agra,Uttar Pradesh,C0361,Male,30,P019,Cookware Set,Home & Kitchen,4,1500.0,2400.0,0,9600.0,0.0,9600.0,6000.0,3600.0,37.5,223,126,349,345,28,Healthy,UPI,2024,3,March,Q1,Sunday,Spring
T001709,2024-03-24,ST004,Mall Store,Agra,Uttar Pradesh,C0859,Female,18,P008,Sneakers,Clothing,1,2050.0,3200.0,0,3200.0,0.0,3200.0,2050.0,1150.0,35.94,295,20,315,314,29,Healthy,Debit Card,2024,3,March,Q1,Sunday,Spring
T001719,2024-03-24,ST004,Mall Store,Agra,Uttar Pradesh,C0740,Male,36,P005,T-Shirt,Clothing,4,380.0,700.0,5,2800.0,140.0,2660.0,1520.0,1140.0,42.86,147,122,269,265,41,Healthy,Credit Card,2024,3,March,Q1,Sunday,Spring
T001837,2024-03-24,ST004,Mall Store,Agra,Uttar Pradesh,C0651,Male,20,P016,Perfume,Beauty,1,560.0,900.0,5,900.0,45.0,855.0,560.0,295.0,34.5,90,124,214,213,41,Healthy,Credit Card,2024,3,March,Q1,Sunday,Spring
T001927,2024-03-24,ST004,Mall Store,Agra,Uttar Pradesh,C0615,Female,24,P017,Water Bottle,Home & Kitchen,4,290.0,500.0,5,2000.0,100.0,1900.0,1160.0,740.0,38.95,54,98,152,148,45,Healthy,Credit Card,2024,3,March,Q1,Sunday,Spring
T003302,2024-03-24,ST004,Mall Store,Agra,Uttar Pradesh,C0982,Female,32,P002,Bluetooth Speaker,Electronics,1,1450.0,2200.0,10,2200.0,220.0,1980.0,1450.0,530.0,26.77,216,83,299,298,49,Healthy,Credit Card,2024,3,March,Q1,Sunday,Spring
T001830,2024-03-24,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0026,Male,35,P007,Jacket,Clothing,3,1700.0,2800.0,0,8400.0,0.0,8400.0,5100.0,3300.0,39.29,137,23,160,157,26,Healthy,UPI,2024,3,March,Q1,Sunday,Spring
T002155,2024-03-24,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0033,Male,25,P009,Cooking Oil,Grocery,4,135.0,180.0,5,720.0,36.0,684.0,540.0,144.0,21.05,102,132,234,230,20,Healthy,Debit Card,2024,3,March,Q1,Sunday,Spring
T002091,2024-03-25,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0841,Male,24,P005,T-Shirt,Clothing,1,380.0,700.0,10,700.0,70.0,630.0,380.0,250.0,39.68,68,123,191,190,54,Healthy,Debit Card,2024,3,March,Q1,Monday,Spring
T001256,2024-03-25,ST004,Mall Store,Agra,Uttar Pradesh,C0215,Male,35,P016,Perfume,Beauty,1,560.0,900.0,10,900.0,90.0,810.0,560.0,250.0,30.86,93,63,156,155,20,Healthy,Cash,2024,3,March,Q1,Monday,Spring
T000753,2024-03-25,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0638,Male,31,P008,Sneakers,Clothing,1,2050.0,3200.0,5,3200.0,160.0,3040.0,2050.0,990.0,32.57,234,109,343,342,58,Healthy,Debit Card,2024,3,March,Q1,Monday,Spring
T004102,2024-03-25,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0835,Female,41,P006,Jeans,Clothing,1,950.0,1600.0,0,1600.0,0.0,1600.0,950.0,650.0,40.62,59,54,113,112,24,Healthy,UPI,2024,3,March,Q1,Monday,Spring
T000899,2024-03-26,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C1188,Female,43,P018,Mixer Grinder,Home & Kitchen,1,1850.0,2800.0,20,2800.0,560.0,2240.0,1850.0,390.0,17.41,291,126,417,416,21,Healthy,UPI,2024,3,March,Q1,Tuesday,Spring
T001426,2024-03-26,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0613,Male,28,P014,Shampoo,Beauty,1,260.0,420.0,15,420.0,63.0,357.0,260.0,97.0,27.17,99,21,120,119,27,Healthy,UPI,2024,3,March,Q1,Tuesday,Spring
T001796,2024-03-26,ST002,City Center Store,Bareilly,Uttar Pradesh,C1060,Female,28,P011,Wheat Flour 5kg,Grocery,1,225.0,300.0,0,300.0,0.0,300.0,225.0,75.0,25.0,96,13,109,108,29,Healthy,UPI,2024,3,March,Q1,Tuesday,Spring
T000158,2024-03-26,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0771,Female,55,P006,Jeans,Clothing,2,950.0,1600.0,5,3200.0,160.0,3040.0,1900.0,1140.0,37.5,260,26,286,284,51,Healthy,UPI,2024,3,March,Q1,Tuesday,Spring
T002895,2024-03-26,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0819,Female,30,P011,Wheat Flour 5kg,Grocery,1,225.0,300.0,0,300.0,0.0,300.0,225.0,75.0,25.0,292,92,384,383,23,Healthy,Credit Card,2024,3,March,Q1,Tuesday,Spring
T004999,2024-03-26,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C1162,Male,39,P011,Wheat Flour 5kg,Grocery,2,225.0,300.0,0,600.0,0.0,600.0,450.0,150.0,25.0,225,150,375,373,49,Healthy,Cash,2024,3,March,Q1,Tuesday,Spring
T000463,2024-03-26,ST004,Mall Store,Agra,Uttar Pradesh,C1038,Female,24,P004,USB Cable,Electronics,1,220.0,450.0,0,450.0,0.0,450.0,220.0,230.0,51.11,275,108,383,382,28,Healthy,Debit Card,2024,3,March,Q1,Tuesday,Spring
T002020,2024-03-26,ST005,Station Road Store,Lucknow,Uttar Pradesh,C1180,Female,46,P020,Bedsheet,Home & Kitchen,1,650.0,1100.0,15,1100.0,165.0,935.0,650.0,285.0,30.48,49,56,105,104,36,Healthy,UPI,2024,3,March,Q1,Tuesday,Spring
T003970,2024-03-26,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0062,Female,57,P020,Bedsheet,Home & Kitchen,3,650.0,1100.0,25,3300.0,825.0,2475.0,1950.0,525.0,21.21,213,127,340,337,54,Healthy,Credit Card,2024,3,March,Q1,Tuesday,Spring
T002517,2024-03-27,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C1079,Female,27,P017,Water Bottle,Home & Kitchen,1,290.0,500.0,10,500.0,50.0,450.0,290.0,160.0,35.56,53,118,171,170,51,Healthy,UPI,2024,3,March,Q1,Wednesday,Spring
T003411,2024-03-27,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0529,Female,30,P009,Cooking Oil,Grocery,5,135.0,180.0,10,900.0,90.0,810.0,675.0,135.0,16.67,285,120,405,400,24,Healthy,UPI,2024,3,March,Q1,Wednesday,Spring
T002512,2024-03-27,ST004,Mall Store,Agra,Uttar Pradesh,C0472,Female,41,P008,Sneakers,Clothing,1,2050.0,3200.0,5,3200.0,160.0,3040.0,2050.0,990.0,32.57,113,46,159,158,55,Healthy,Credit Card,2024,3,March,Q1,Wednesday,Spring
T003197,2024-03-27,ST004,Mall Store,Agra,Uttar Pradesh,C0226,Male,41,P006,Jeans,Clothing,1,950.0,1600.0,0,1600.0,0.0,1600.0,950.0,650.0,40.62,156,136,292,291,22,Healthy,UPI,2024,3,March,Q1,Wednesday,Spring
T001222,2024-03-27,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0852,Male,32,P006,Jeans,Clothing,3,950.0,1600.0,0,4800.0,0.0,4800.0,2850.0,1950.0,40.62,175,98,273,270,24,Healthy,Debit Card,2024,3,March,Q1,Wednesday,Spring
T001848,2024-03-27,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0970,Female,28,P017,Water Bottle,Home & Kitchen,5,290.0,500.0,10,2500.0,250.0,2250.0,1450.0,800.0,35.56,129,71,200,195,53,Healthy,Credit Card,2024,3,March,Q1,Wednesday,Spring
T004527,2024-03-27,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0751,Female,43,P009,Cooking Oil,Grocery,1,135.0,180.0,15,180.0,27.0,153.0,135.0,18.0,11.76,156,113,269,268,45,Healthy,Debit Card,2024,3,March,Q1,Wednesday,Spring
T003668,2024-03-28,ST002,City Center Store,Bareilly,Uttar Pradesh,C0025,Male,34,P016,Perfume,Beauty,2,560.0,900.0,5,1800.0,90.0,1710.0,1120.0,590.0,34.5,166,134,300,298,32,Healthy,Debit Card,2024,3,March,Q1,Thursday,Spring
T001787,2024-03-28,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0455,Male,30,P009,Cooking Oil,Grocery,2,135.0,180.0,10,360.0,36.0,324.0,270.0,54.0,16.67,79,142,221,219,21,Healthy,Debit Card,2024,3,March,Q1,Thursday,Spring
T004945,2024-03-28,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0360,Male,30,P003,Smart Watch,Electronics,1,2300.0,3500.0,5,3500.0,175.0,3325.0,2300.0,1025.0,30.83,47,97,144,143,28,Healthy,UPI,2024,3,March,Q1,Thursday,Spring
T000014,2024-03-28,ST004,Mall Store,Agra,Uttar Pradesh,C0737,Female,30,P012,Tea 500g,Grocery,2,190.0,280.0,5,560.0,28.0,532.0,380.0,152.0,28.57,291,39,330,328,26,Healthy,Debit Card,2024,3,March,Q1,Thursday,Spring
T002630,2024-03-28,ST004,Mall Store,Agra,Uttar Pradesh,C0657,Male,43,P012,Tea 500g,Grocery,1,190.0,280.0,0,280.0,0.0,280.0,190.0,90.0,32.14,257,11,268,267,29,Healthy,Cash,2024,3,March,Q1,Thursday,Spring
T004474,2024-03-28,ST004,Mall Store,Agra,Uttar Pradesh,C0140,Female,33,P015,Body Lotion,Beauty,1,215.0,350.0,10,350.0,35.0,315.0,215.0,100.0,31.75,83,72,155,154,26,Healthy,UPI,2024,3,March,Q1,Thursday,Spring
T001242,2024-03-28,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0702,Female,43,P006,Jeans,Clothing,2,950.0,1600.0,10,3200.0,320.0,2880.0,1900.0,980.0,34.03,259,107,366,364,33,Healthy,Cash,2024,3,March,Q1,Thursday,Spring
T004157,2024-03-28,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0652,Female,19,P007,Jacket,Clothing,3,1700.0,2800.0,5,8400.0,420.0,7980.0,5100.0,2880.0,36.09,122,32,154,151,59,Healthy,UPI,2024,3,March,Q1,Thursday,Spring
T001033,2024-03-29,ST002,City Center Store,Bareilly,Uttar Pradesh,C0170,Male,33,P015,Body Lotion,Beauty,2,215.0,350.0,0,700.0,0.0,700.0,430.0,270.0,38.57,221,116,337,335,57,Healthy,Credit Card,2024,3,March,Q1,Friday,Spring
T001554,2024-03-29,ST002,City Center Store,Bareilly,Uttar Pradesh,C1022,Female,28,P009,Cooking Oil,Grocery,1,135.0,180.0,20,180.0,36.0,144.0,135.0,9.0,6.25,163,14,177,176,42,Healthy,UPI,2024,3,March,Q1,Friday,Spring
T004221,2024-03-29,ST002,City Center Store,Bareilly,Uttar Pradesh,C0277,Female,18,P008,Sneakers,Clothing,1,2050.0,3200.0,10,3200.0,320.0,2880.0,2050.0,830.0,28.82,138,16,154,153,20,Healthy,UPI,2024,3,March,Q1,Friday,Spring
T001415,2024-03-29,ST004,Mall Store,Agra,Uttar Pradesh,C0219,Male,19,P008,Sneakers,Clothing,4,2050.0,3200.0,0,12800.0,0.0,12800.0,8200.0,4600.0,35.94,137,149,286,282,38,Healthy,Debit Card,2024,3,March,Q1,Friday,Spring
T002050,2024-03-29,ST004,Mall Store,Agra,Uttar Pradesh,C0516,Female,41,P010,Rice 5kg,Grocery,1,510.0,650.0,0,650.0,0.0,650.0,510.0,140.0,21.54,43,94,137,136,59,Healthy,UPI,2024,3,March,Q1,Friday,Spring
T003123,2024-03-29,ST004,Mall Store,Agra,Uttar Pradesh,C1178,Male,18,P018,Mixer Grinder,Home & Kitchen,1,1850.0,2800.0,10,2800.0,280.0,2520.0,1850.0,670.0,26.59,298,64,362,361,56,Healthy,Debit Card,2024,3,March,Q1,Friday,Spring
T003854,2024-03-30,ST002,City Center Store,Bareilly,Uttar Pradesh,C0534,Female,31,P002,Bluetooth Speaker,Electronics,1,1450.0,2200.0,5,2200.0,110.0,2090.0,1450.0,640.0,30.62,201,113,314,313,37,Healthy,Cash,2024,3,March,Q1,Saturday,Spring
T003934,2024-03-30,ST002,City Center Store,Bareilly,Uttar Pradesh,C0672,Female,28,P010,Rice 5kg,Grocery,1,510.0,650.0,25,650.0,162.5,487.5,510.0,-22.5,-4.62,57,148,205,204,23,Healthy,Debit Card,2024,3,March,Q1,Saturday,Spring
T002139,2024-03-30,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0117,Male,58,P006,Jeans,Clothing,1,950.0,1600.0,15,1600.0,240.0,1360.0,950.0,410.0,30.15,78,134,212,211,56,Healthy,Debit Card,2024,3,March,Q1,Saturday,Spring
T000698,2024-03-30,ST004,Mall Store,Agra,Uttar Pradesh,C0978,Male,46,P007,Jacket,Clothing,1,1700.0,2800.0,5,2800.0,140.0,2660.0,1700.0,960.0,36.09,146,15,161,160,39,Healthy,UPI,2024,3,March,Q1,Saturday,Spring
T001810,2024-03-30,ST004,Mall Store,Agra,Uttar Pradesh,C0510,Female,50,P020,Bedsheet,Home & Kitchen,1,650.0,1100.0,0,1100.0,0.0,1100.0,650.0,450.0,40.91,99,88,187,186,59,Healthy,UPI,2024,3,March,Q1,Saturday,Spring
T004922,2024-03-30,ST004,Mall Store,Agra,Uttar Pradesh,C0992,Male,18,P016,Perfume,Beauty,3,560.0,900.0,10,2700.0,270.0,2430.0,1680.0,750.0,30.86,245,146,391,388,46,Healthy,UPI,2024,3,March,Q1,Saturday,Spring
T000520,2024-03-30,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0590,Male,28,P005,T-Shirt,Clothing,1,380.0,700.0,0,700.0,0.0,700.0,380.0,320.0,45.71,168,26,194,193,36,Healthy,Debit Card,2024,3,March,Q1,Saturday,Spring
T000981,2024-03-30,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0052,Female,30,P018,Mixer Grinder,Home & Kitchen,5,1850.0,2800.0,20,14000.0,2800.0,11200.0,9250.0,1950.0,17.41,188,112,300,295,37,Healthy,UPI,2024,3,March,Q1,Saturday,Spring
T000634,2024-03-31,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0984,Female,45,P020,Bedsheet,Home & Kitchen,2,650.0,1100.0,10,2200.0,220.0,1980.0,1300.0,680.0,34.34,228,128,356,354,27,Healthy,Cash,2024,3,March,Q1,Sunday,Spring
T004019,2024-03-31,ST004,Mall Store,Agra,Uttar Pradesh,C0248,Female,23,P015,Body Lotion,Beauty,3,215.0,350.0,0,1050.0,0.0,1050.0,645.0,405.0,38.57,210,117,327,324,40,Healthy,UPI,2024,3,March,Q1,Sunday,Spring
T004814,2024-03-31,ST004,Mall Store,Agra,Uttar Pradesh,C0240,Male,35,P007,Jacket,Clothing,2,1700.0,2800.0,0,5600.0,0.0,5600.0,3400.0,2200.0,39.29,208,25,233,231,33,Healthy,UPI,2024,3,March,Q1,Sunday,Spring
T003468,2024-03-31,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0760,Female,18,P005,T-Shirt,Clothing,3,380.0,700.0,0,2100.0,0.0,2100.0,1140.0,960.0,45.71,190,102,292,289,33,Healthy,Cash,2024,3,March,Q1,Sunday,Spring
T000059,2024-04-01,ST002,City Center Store,Bareilly,Uttar Pradesh,C0991,Female,41,P004,USB Cable,Electronics,2,220.0,450.0,10,900.0,90.0,810.0,440.0,370.0,45.68,240,61,301,299,29,Healthy,Credit Card,2024,4,April,Q2,Monday,Spring
T000398,2024-04-01,ST002,City Center Store,Bareilly,Uttar Pradesh,C0956,Female,27,P009,Cooking Oil,Grocery,3,135.0,180.0,20,540.0,108.0,432.0,405.0,27.0,6.25,139,118,257,254,24,Healthy,UPI,2024,4,April,Q2,Monday,Spring
T001797,2024-04-01,ST002,City Center Store,Bareilly,Uttar Pradesh,C1058,Female,50,P018,Mixer Grinder,Home & Kitchen,5,1850.0,2800.0,15,14000.0,2100.0,11900.0,9250.0,2650.0,22.27,256,51,307,302,21,Healthy,UPI,2024,4,April,Q2,Monday,Spring
T002381,2024-04-01,ST002,City Center Store,Bareilly,Uttar Pradesh,C0344,Male,42,P004,USB Cable,Electronics,2,220.0,450.0,10,900.0,90.0,810.0,440.0,370.0,45.68,159,12,171,169,44,Healthy,UPI,2024,4,April,Q2,Monday,Spring
